Drug,Disease,GraphDistanceToIndication,RandomWalkScore,StructuralLikelihood,PreferentialAttachment,KatzSimilarity,Label
acetylcysteine,"diabetes mellitus, type 2",1.0,0.015458,1.0926,0.000434,0.005021,1
acetylcysteine,reperfusion injury,1.0,0.008949,1.0214,1.2e-05,0.005003,1
acetylcysteine,asthma,1.0,0.013386,1.0701,0.000312,0.005011,1
acetylcysteine,"renal insufficiency, chronic",1.0,0.012467,1.0433,0.000159,0.00501,1
acetylcysteine,"kidney failure, chronic",1.0,0.010096,1.0287,4.9e-05,0.005004,1
acetylcysteine,"arrhythmias, cardiac",1.0,0.009132,1.021,1.2e-05,0.005002,1
acetylcysteine,drug resistant epilepsy,1.0,0.011157,1.0244,4.3e-05,0.005004,1
brimonidine tartrate,diabetic retinopathy,1.0,0.024923,1.0067,1e-05,0.005002,1
brimonidine tartrate,macular degeneration,1.0,0.024699,1.0044,7e-06,0.005002,1
brimonidine tartrate,macular edema,1.0,0.027325,1.0076,1.4e-05,0.005003,1
brimonidine tartrate,ocular hypertension,1.0,0.047071,1.0074,3.1e-05,0.005005,1
brimonidine tartrate,"glaucoma, open-angle",1.0,0.053187,1.009,3.8e-05,0.005005,1
brimonidine tartrate,low tension glaucoma,1.0,0.02655,1.003,5e-06,0.005001,1
brimonidine tartrate,glaucoma,1.0,0.049174,1.0158,5.2e-05,0.005006,1
valsartan,glucose intolerance,1.0,0.008965,1.0381,0.000107,0.005008,1
valsartan,hypotension,1.0,0.009465,1.034,0.000107,0.005008,1
valsartan,diabetic nephropathies,1.0,0.010987,1.0338,0.0001,0.005009,1
valsartan,albuminuria,1.0,0.008094,1.0264,3.6e-05,0.005006,1
valsartan,dyslipidemias,1.0,0.009783,1.0408,0.000107,0.005012,1
valsartan,hypertrophy,1.0,0.00801,1.0265,3.6e-05,0.005006,1
valsartan,diabetes mellitus,1.0,0.015972,1.1042,0.000513,0.005028,1
valsartan,glomerulonephritis,1.0,0.008224,1.0256,3.6e-05,0.005004,1
valsartan,stroke,1.0,0.010617,1.0488,0.0002,0.005012,1
valsartan,hypertension,1.0,0.019995,1.122,0.000706,0.005032,1
valsartan,coronary artery disease,1.0,0.009994,1.0426,0.000143,0.005011,1
valsartan,hypercholesterolemia,1.0,0.009511,1.0398,0.000107,0.005011,1
valsartan,heart failure,1.0,0.010401,1.0368,0.000128,0.005009,1
valsartan,"diabetes mellitus, type 2",1.0,0.016255,1.0945,0.000506,0.005027,1
valsartan,atrial fibrillation,1.0,0.009029,1.0285,4.3e-05,0.005005,1
valsartan,"glomerulosclerosis, focal segmental",1.0,0.008931,1.0233,2.1e-05,0.005003,1
valsartan,substance-related disorders,1.0,0.007995,1.0273,6.4e-05,0.005005,1
valsartan,"nephritis, hereditary",1.0,0.009292,1.0236,2.9e-05,0.005004,1
valsartan,myocardial ischemia,1.0,0.008278,1.0287,5.7e-05,0.005006,1
valsartan,essential hypertension,1.0,0.009925,1.0361,0.000107,0.00501,1
valsartan,"glomerulonephritis, iga",1.0,0.00933,1.0243,3.6e-05,0.005004,1
adenosine triphosphate,alzheimer disease,1.0,0.169679,1.1302,3.9e-05,0.005014,1
platinum,"carcinoma, non-small-cell lung",1.0,0.14568,1.0216,7e-06,0.005003,1
hesperidin,insulin resistance,1.0,0.074091,1.027,1.5e-05,0.005005,1
hesperidin,obesity,1.0,0.089439,1.127,7.2e-05,0.005015,1
tramadol,diabetic neuropathies,1.0,0.035196,1.0165,2.2e-05,0.005003,1
tramadol,"pain, postoperative",1.0,0.032484,1.0151,1.9e-05,0.005003,1
tramadol,"neuralgia, postherpetic",1.0,0.030786,1.0086,8e-06,0.005002,1
tramadol,arthritis,1.0,0.032831,1.0355,5.9e-05,0.005006,1
tramadol,breast neoplasms,1.0,0.035315,1.0676,9.7e-05,0.005008,1
atenolol,cerebral small vessel diseases,1.0,0.020295,1.0127,1.1e-05,0.005002,1
atenolol,metabolic syndrome,1.0,0.024801,1.0445,8.7e-05,0.005009,1
atenolol,insulin resistance,1.0,0.023771,1.031,6e-05,0.005007,1
atenolol,hypertension,1.0,0.033836,1.1081,0.000269,0.005019,1
atenolol,coronary artery disease,1.0,0.023135,1.0297,5.4e-05,0.005005,1
atenolol,postoperative cognitive complications,1.0,0.019039,1.0102,5e-06,0.005001,1
atenolol,marfan syndrome,1.0,0.019547,1.0105,5e-06,0.005002,1
atenolol,essential hypertension,1.0,0.023096,1.0232,4.1e-05,0.005006,1
methylprednisolone acetate,"arthritis, rheumatoid",1.0,0.165332,1.0829,2.6e-05,0.00501,1
morphine,glucose intolerance,1.0,0.009986,1.0356,0.000102,0.005008,1
morphine,hypotension,1.0,0.010504,1.0316,0.000102,0.005007,1
morphine,"osteoarthritis, knee",1.0,0.011849,1.032,9.5e-05,0.00501,1
morphine,joint diseases,1.0,0.010646,1.0247,6.1e-05,0.005007,1
morphine,osteoarthritis,1.0,0.011804,1.0415,0.000177,0.005012,1
morphine,pain,1.0,0.014781,1.052,0.000251,0.005017,1
morphine,dementia,1.0,0.017522,1.103,0.000693,0.00502,1
morphine,hemorrhage,1.0,0.010398,1.0214,2.7e-05,0.005004,1
morphine,insulin resistance,1.0,0.009997,1.0415,0.000149,0.005009,1
morphine,obesity,1.0,0.018225,1.1428,0.00072,0.005028,1
morphine,vomiting,1.0,0.012528,1.0327,0.000122,0.005011,1
morphine,ankle fractures,1.0,0.008617,1.0209,2e-05,0.005004,1
morphine,sciatica,1.0,0.009038,1.0216,2e-05,0.005003,1
morphine,synesthesia,1.0,0.014543,1.0384,0.000197,0.005014,1
morphine,"pain, postoperative",1.0,0.009962,1.0293,7.5e-05,0.005008,1
morphine,radiculopathy,1.0,0.008858,1.0204,1.4e-05,0.005003,1
morphine,idiopathic pulmonary fibrosis,1.0,0.00794,1.0212,2e-05,0.005003,1
morphine,renal colic,1.0,0.007667,1.0216,1.4e-05,0.005003,1
morphine,intervertebral disc degeneration,1.0,0.008653,1.0208,2e-05,0.005003,1
morphine,postoperative nausea and vomiting,1.0,0.012389,1.0312,0.000115,0.005011,1
immunosuppressive agents,connective tissue diseases,1.0,0.099402,1.0015,2e-06,0.005001,1
immunosuppressive agents,"lung diseases, interstitial",1.0,0.101544,1.0052,4e-06,0.005001,1
histone deacetylase inhibitors,hodgkin disease,1.0,0.154837,1.0159,5e-06,0.005002,1
buspirone,psychophysiologic disorders,1.0,0.044553,1.0696,0.000212,0.005029,1
buspirone,dementia,1.0,0.046659,1.0919,0.000242,0.005031,1
buspirone,cocaine-related disorders,1.0,0.023964,1.0134,1.7e-05,0.005003,1
buspirone,seizures,1.0,0.026886,1.0265,5.7e-05,0.005011,1
buspirone,"epilepsies, partial",1.0,0.024045,1.017,2.6e-05,0.005006,1
buspirone,epilepsy,1.0,0.034719,1.0704,0.000157,0.005019,1
buspirone,brain injuries,1.0,0.021228,1.0145,1.4e-05,0.005002,1
troglitazone,"diabetes mellitus, type 2",1.0,0.160196,1.0744,2.4e-05,0.005009,1
berberine,non-alcoholic fatty liver disease,1.0,0.156858,1.0146,5e-06,0.005002,1
pregnanolone,neurodegenerative diseases,1.0,0.079122,1.0067,1e-06,0.005001,1
pregnanolone,alzheimer disease,1.0,0.105776,1.1305,7.7e-05,0.005015,1
utrophin,prader-willi syndrome,1.0,0.175726,1.0029,1e-06,0.005001,1
phentermine,hypotension,1.0,0.016246,1.025,6.1e-05,0.005005,1
phentermine,hypothalamic neoplasms,1.0,0.012582,1.0132,4e-06,0.005002,1
phentermine,prediabetic state,1.0,0.016741,1.0261,4.5e-05,0.005006,1
phentermine,obesity,1.0,0.025959,1.1355,0.000432,0.005024,1
phentermine,vascular diseases,1.0,0.01403,1.0152,1.6e-05,0.005002,1
phentermine,polycystic ovary syndrome,1.0,0.014628,1.0234,3.7e-05,0.005005,1
phentermine,non-alcoholic fatty liver disease,1.0,0.016768,1.0265,5.7e-05,0.005006,1
phentermine,"diabetes mellitus, type 2",1.0,0.022857,1.0849,0.000289,0.005018,1
phentermine,heart diseases,1.0,0.016299,1.027,7.3e-05,0.005005,1
phentermine,weight loss,1.0,0.013214,1.0161,1.6e-05,0.005002,1
phentermine,craniopharyngioma,1.0,0.014037,1.0151,1.2e-05,0.005003,1
phentermine,"obesity, morbid",1.0,0.018439,1.0221,4.9e-05,0.005004,1
gentamicins,gonorrhea,1.0,0.173529,1.0019,1e-06,0.005,1
gentamicins,"neuroma, acoustic",1.0,0.148794,1.001,1e-06,0.005,1
psilocybin,alcoholism,1.0,0.155569,1.0085,3e-06,0.005001,1
nitrates,heart failure,1.0,0.125748,1.0162,1.2e-05,0.005003,1
nitrates,"liver failure, acute",1.0,0.107706,1.0015,1e-06,0.005001,1
triamcinolone acetonide,"osteoarthritis, knee",1.0,0.03114,1.0183,2.9e-05,0.005003,1
triamcinolone acetonide,macular edema,1.0,0.02984,1.0105,1.2e-05,0.005002,1
triamcinolone acetonide,diabetes mellitus,1.0,0.03687,1.0869,0.000147,0.005011,1
triamcinolone acetonide,"dermatitis, atopic",1.0,0.030005,1.009,1e-05,0.005001,1
triamcinolone acetonide,cataract,1.0,0.028702,1.0119,1.2e-05,0.005002,1
triamcinolone acetonide,patella fracture,1.0,0.026691,1.0059,2e-06,0.005001,1
suspensions,ocular hypertension,1.0,0.115374,1.0054,9e-06,0.005003,1
suspensions,"glaucoma, open-angle",1.0,0.130354,1.007,1.1e-05,0.005004,1
auranofin,pain,1.0,0.155182,1.0335,1.3e-05,0.005005,1
adenosine,pain,1.0,0.084101,1.034,2.5e-05,0.005005,1
adenosine,atrial fibrillation,1.0,0.081781,1.0086,4e-06,0.005001,1
lithium carbonate,frontotemporal dementia,1.0,0.084449,1.0054,6e-06,0.005001,1
lithium carbonate,multiple system atrophy,1.0,0.074512,1.0023,2e-06,0.005001,1
lithium carbonate,machado-joseph disease,1.0,0.072266,1.0013,1e-06,0.005,1
narcotics,pain,1.0,0.055674,1.0383,3.8e-05,0.005008,1
narcotics,obesity,1.0,0.061934,1.128,0.000108,0.005017,1
narcotics,synesthesia,1.0,0.056153,1.025,3e-05,0.005007,1
arginine,hypertension,1.0,0.049462,1.1101,0.000134,0.00502,1
arginine,"diabetes mellitus, type 2",1.0,0.045615,1.0829,9.6e-05,0.005015,1
arginine,pre-eclampsia,1.0,0.041455,1.0294,2.9e-05,0.005005,1
arginine,alzheimer disease,1.0,0.048945,1.1379,0.000155,0.00502,1
trimipramine,psychophysiologic disorders,1.0,0.114008,1.0651,6e-05,0.005022,1
trimipramine,dementia,1.0,0.117642,1.0873,6.9e-05,0.005024,1
growth hormone,glucose intolerance,1.0,0.017276,1.031,6.1e-05,0.005006,1
growth hormone,hiv-associated lipodystrophy syndrome,1.0,0.017014,1.0265,6.1e-05,0.005006,1
growth hormone,metabolic syndrome,1.0,0.017966,1.0504,0.00013,0.00501,1
growth hormone,insulin resistance,1.0,0.017631,1.0369,9e-05,0.005009,1
growth hormone,obesity,1.0,0.02474,1.1378,0.000432,0.005022,1
growth hormone,body weight changes,1.0,0.014056,1.0168,8e-06,0.005002,1
growth hormone,short bowel syndrome,1.0,0.01384,1.0169,8e-06,0.005002,1
growth hormone,chronic kidney disease-mineral and bone disorder,1.0,0.016064,1.0156,8e-06,0.005002,1
growth hormone,"dwarfism, pituitary",1.0,0.0146,1.0157,8e-06,0.005002,1
growth hormone,persian gulf syndrome,1.0,0.013584,1.0153,4e-06,0.005002,1
growth hormone,hiv infections,1.0,0.026251,1.1361,0.000489,0.005021,1
growth hormone,"kidney failure, chronic",1.0,0.017404,1.0235,3.3e-05,0.005004,1
glucagon-like peptide-1 receptor agonists,"diabetes mellitus, type 2",1.0,0.160196,1.0744,2.4e-05,0.005009,1
potassium,obesity,1.0,0.041254,1.1334,0.00018,0.00502,1
potassium,hypertension,1.0,0.044032,1.1102,0.000168,0.005022,1
potassium,vascular diseases,1.0,0.029282,1.0134,7e-06,0.005002,1
potassium,heart diseases,1.0,0.034316,1.0251,3.1e-05,0.005007,1
potassium,cardiovascular diseases,1.0,0.039162,1.0745,0.0001,0.005015,1
vitamin e,epilepsy,1.0,0.082008,1.0672,4.5e-05,0.00501,1
vitamin e,alzheimer disease,1.0,0.089239,1.1324,7.7e-05,0.005016,1
acetaminophen,temporomandibular joint disorders,1.0,0.007287,1.047,4.6e-05,0.005005,1
acetaminophen,"arthritis, rheumatoid",1.0,0.011551,1.1241,0.000697,0.005027,1
acetaminophen,common cold,1.0,0.006453,1.0425,1.8e-05,0.005004,1
acetaminophen,"leukemia, hairy cell",1.0,0.007329,1.0476,8.3e-05,0.005007,1
acetaminophen,pain,1.0,0.010122,1.0742,0.000339,0.005018,1
acetaminophen,"dementia, vascular",1.0,0.006055,1.0523,7.3e-05,0.005008,1
acetaminophen,dementia,1.0,0.013055,1.1263,0.000935,0.005028,1
acetaminophen,lung neoplasms,1.0,0.007563,1.0698,0.00022,0.005014,1
acetaminophen,"multiple sclerosis, relapsing-remitting",1.0,0.007309,1.0473,7.3e-05,0.005005,1
acetaminophen,headache,1.0,0.007602,1.0485,8.3e-05,0.005008,1
acetaminophen,obesity,1.0,0.012689,1.167,0.000972,0.005035,1
acetaminophen,hypertension,1.0,0.011424,1.1431,0.000908,0.005029,1
acetaminophen,small cell lung carcinoma,1.0,0.007091,1.0496,8.3e-05,0.005008,1
acetaminophen,hyperalgesia,1.0,0.006164,1.044,3.7e-05,0.005005,1
acetaminophen,respiratory tract infections,1.0,0.007848,1.0446,5.5e-05,0.005004,1
acetaminophen,carcinoma,1.0,0.007994,1.0758,0.000293,0.005015,1
acetaminophen,"pain, postoperative",1.0,0.007335,1.0511,0.000101,0.005009,1
acetaminophen,acute pain,1.0,0.005646,1.0432,1.8e-05,0.005004,1
acetaminophen,"multiple sclerosis, chronic progressive",1.0,0.005752,1.046,3.7e-05,0.005005,1
acetaminophen,pre-eclampsia,1.0,0.008086,1.0599,0.000193,0.005012,1
acetaminophen,epilepsy,1.0,0.01073,1.1042,0.000605,0.005024,1
acetaminophen,alzheimer disease,1.0,0.013075,1.1716,0.001045,0.005035,1
acetaminophen,cleft palate,1.0,0.005704,1.0438,2.8e-05,0.005004,1
acetaminophen,renal colic,1.0,0.005577,1.0432,1.8e-05,0.005004,1
acetaminophen,arthritis,1.0,0.008373,1.0722,0.000321,0.005015,1
acetaminophen,breast neoplasms,1.0,0.009506,1.1054,0.000523,0.00502,1
acetaminophen,"obesity, morbid",1.0,0.008117,1.0504,0.00011,0.005006,1
riluzole,amyotrophic lateral sclerosis,1.0,0.074942,1.0062,2e-06,0.005001,1
riluzole,alzheimer disease,1.0,0.098571,1.1305,7.7e-05,0.005014,1
imatinib mesylate,"arthritis, rheumatoid",1.0,0.021747,1.0926,0.000258,0.005014,1
imatinib mesylate,gliosarcoma,1.0,0.016534,1.0258,5.8e-05,0.005006,1
imatinib mesylate,lung neoplasms,1.0,0.016751,1.0399,8.2e-05,0.005008,1
imatinib mesylate,scleredema adultorum,1.0,0.014645,1.0134,1e-05,0.005002,1
imatinib mesylate,leukemia,1.0,0.017423,1.0505,0.000115,0.005009,1
imatinib mesylate,melanoma,1.0,0.016405,1.0227,4.1e-05,0.005004,1
imatinib mesylate,asthma,1.0,0.019216,1.0615,0.000173,0.005009,1
imatinib mesylate,"leukemia, myelogenous, chronic, bcr-abl positive",1.0,0.015042,1.0226,3.1e-05,0.005004,1
imatinib mesylate,glioblastoma,1.0,0.017057,1.0318,7.5e-05,0.005007,1
imatinib mesylate,pulmonary arterial hypertension,1.0,0.016929,1.018,3.4e-05,0.005003,1
cyclodextrins,cough,1.0,0.210821,1.0032,2e-06,0.005001,1
trifluridine,colorectal neoplasms,1.0,0.14793,1.0196,7e-06,0.005003,1
sulindac,squamous cell carcinoma of head and neck,1.0,0.153018,1.008,4e-06,0.005001,1
alpha-tocopherol,down syndrome,1.0,0.078467,1.0075,3e-06,0.005001,1
alpha-tocopherol,alzheimer disease,1.0,0.099563,1.1305,7.7e-05,0.005015,1
antirheumatic agents,"arthritis, rheumatoid",1.0,0.057531,1.0851,0.000103,0.005013,1
antirheumatic agents,connective tissue diseases,1.0,0.050366,1.0055,4e-06,0.005001,1
antirheumatic agents,"lung diseases, interstitial",1.0,0.051622,1.0092,8e-06,0.005002,1
antirheumatic agents,arthritis,1.0,0.045344,1.0351,4.8e-05,0.005007,1
methylcellulose,irritable bowel syndrome,1.0,0.218651,1.0015,1e-06,0.005,1
amisulpride,psychophysiologic disorders,1.0,0.114008,1.0651,6e-05,0.005022,1
amisulpride,dementia,1.0,0.117642,1.0873,6.9e-05,0.005024,1
interferon beta-1a,multiple sclerosis,1.0,0.041365,1.0139,1.6e-05,0.005003,1
interferon beta-1a,covid-19,1.0,0.042842,1.0215,3e-05,0.005004,1
interferon beta-1a,coronavirus infections,1.0,0.035838,1.0108,8e-06,0.005002,1
interferon beta-1a,alzheimer disease,1.0,0.05089,1.132,0.000155,0.005016,1
sertraline,myocardial infarction,1.0,0.011657,1.0248,4.3e-05,0.005004,1
sertraline,psychophysiologic disorders,1.0,0.027747,1.0765,0.000423,0.005031,1
sertraline,sleep initiation and maintenance disorders,1.0,0.012227,1.0225,4.8e-05,0.005005,1
sertraline,heat stress disorders,1.0,0.011746,1.017,1.4e-05,0.005002,1
sertraline,dementia,1.0,0.029534,1.099,0.000485,0.005033,1
sertraline,"epilepsy, post-traumatic",1.0,0.013224,1.0271,6.2e-05,0.005007,1
sertraline,premenstrual syndrome,1.0,0.010625,1.0169,1e-05,0.005002,1
sertraline,seizures,1.0,0.014319,1.0332,0.000114,0.005012,1
sertraline,alcoholism,1.0,0.013188,1.0234,4.8e-05,0.005005,1
sertraline,rectal diseases,1.0,0.012135,1.0255,5.2e-05,0.005005,1
sertraline,heart diseases,1.0,0.013001,1.0299,8.6e-05,0.005006,1
sertraline,epilepsy,1.0,0.019478,1.0774,0.000314,0.005021,1
sertraline,cardiovascular diseases,1.0,0.015575,1.0794,0.000281,0.005012,1
sertraline,olfaction disorders,1.0,0.013902,1.019,2.4e-05,0.005002,1
hyaluronic acid,voice disorders,1.0,0.044291,1.0023,1e-06,0.005001,1
hyaluronic acid,"carcinoma, squamous cell",1.0,0.049017,1.0084,1.2e-05,0.005002,1
hyaluronic acid,laryngeal neoplasms,1.0,0.045695,1.0042,4e-06,0.005001,1
hyaluronic acid,head and neck neoplasms,1.0,0.048992,1.0175,1.8e-05,0.005002,1
leucovorin,"arthritis, rheumatoid",1.0,0.01749,1.0971,0.000336,0.005016,1
leucovorin,rectal neoplasms,1.0,0.014367,1.0224,2.6e-05,0.005005,1
leucovorin,pneumonia,1.0,0.016017,1.0224,6.2e-05,0.005005,1
leucovorin,gastrointestinal neoplasms,1.0,0.013306,1.0231,3.1e-05,0.005006,1
leucovorin,triple negative breast neoplasms,1.0,0.01443,1.0344,7.5e-05,0.005009,1
leucovorin,lymphoma,1.0,0.015702,1.0731,0.000221,0.005015,1
leucovorin,biliary tract neoplasms,1.0,0.013951,1.0231,4e-05,0.005007,1
leucovorin,"carcinoma, pancreatic ductal",1.0,0.012891,1.0203,2.6e-05,0.005005,1
leucovorin,carcinoma,1.0,0.016425,1.05,0.000141,0.005013,1
leucovorin,colorectal neoplasms,1.0,0.016676,1.0346,8.8e-05,0.00501,1
leucovorin,toxoplasmosis,1.0,0.01229,1.0168,9e-06,0.005002,1
leucovorin,stomach neoplasms,1.0,0.014824,1.0272,5.3e-05,0.005007,1
leucovorin,hiv infections,1.0,0.023661,1.1374,0.00053,0.005023,1
lidocaine,pain,1.0,0.029166,1.0454,7.5e-05,0.00501,1
lidocaine,stroke,1.0,0.028383,1.0399,5.7e-05,0.005007,1
lidocaine,obesity,1.0,0.034799,1.1357,0.000216,0.005023,1
lidocaine,hypertension,1.0,0.033525,1.1124,0.000202,0.00502,1
lidocaine,synesthesia,1.0,0.029434,1.032,5.9e-05,0.005008,1
lidocaine,breast neoplasms,1.0,0.028885,1.0758,0.000116,0.00501,1
beclomethasone,bronchopulmonary dysplasia,1.0,0.025948,1.0056,7e-06,0.005002,1
beclomethasone,respiratory sounds,1.0,0.031729,1.0073,1.2e-05,0.005002,1
beclomethasone,hyaline membrane disease,1.0,0.024148,1.0046,2e-06,0.005001,1
beclomethasone,asthma,1.0,0.04238,1.0539,0.000121,0.005011,1
beclomethasone,respiratory tract diseases,1.0,0.027844,1.005,5e-06,0.005001,1
beclomethasone,"pulmonary disease, chronic obstructive",1.0,0.037511,1.0218,5.7e-05,0.005008,1
beclomethasone,lung diseases,1.0,0.032448,1.0154,3.8e-05,0.005006,1
estradiol,neoplasms,1.0,0.045537,1.0427,4.8e-05,0.005007,1
estradiol,metrorrhagia,1.0,0.039563,1.0071,1e-06,0.005001,1
estradiol,cardiovascular diseases,1.0,0.047178,1.0702,8e-05,0.005009,1
estradiol,breast neoplasms,1.0,0.051171,1.0694,7.7e-05,0.00501,1
biological products,"arthritis, rheumatoid",1.0,0.165332,1.0829,2.6e-05,0.00501,1
"lidocaine, prilocaine drug combination",tinnitus,1.0,0.456929,1.0004,0.0,0.005,1
albumin-bound paclitaxel,esophageal neoplasms,1.0,0.030633,1.0175,2e-05,0.005005,1
albumin-bound paclitaxel,carcinoma,1.0,0.038022,1.038,5.4e-05,0.005009,1
albumin-bound paclitaxel,"carcinoma, non-small-cell lung",1.0,0.03474,1.0247,3.4e-05,0.005006,1
albumin-bound paclitaxel,squamous cell carcinoma of head and neck,1.0,0.035566,1.0116,1.9e-05,0.005004,1
albumin-bound paclitaxel,"carcinoma, squamous cell",1.0,0.032136,1.0103,1.5e-05,0.005003,1
imipenem,"arthritis, rheumatoid",1.0,0.165332,1.0829,2.6e-05,0.00501,1
prednisone,"lymphoma, non-hodgkin",1.0,0.00666,1.0766,0.0003,0.005025,1
prednisone,"lymphoma, follicular",1.0,0.005171,1.0631,0.000157,0.005015,1
prednisone,"lymphoma, b-cell",1.0,0.004994,1.0622,0.000128,0.005016,1
prednisone,canavan disease,1.0,0.003845,1.0501,2.9e-05,0.005006,1
prednisone,"arthritis, rheumatoid",1.0,0.008816,1.1313,0.001084,0.005029,1
prednisone,graft vs host disease,1.0,0.004981,1.063,0.000171,0.005014,1
prednisone,spinocerebellar degenerations,1.0,0.004961,1.0544,7.1e-05,0.005013,1
prednisone,kidney diseases,1.0,0.004514,1.0575,0.000114,0.00501,1
prednisone,"polyradiculoneuropathy, chronic inflammatory demyelinating",1.0,0.004961,1.0544,7.1e-05,0.005013,1
prednisone,neuromyelitis optica,1.0,0.005872,1.0641,0.000171,0.005018,1
prednisone,lambert-eaton myasthenic syndrome,1.0,0.004961,1.0544,7.1e-05,0.005013,1
prednisone,crohn disease,1.0,0.004478,1.0557,0.000114,0.005008,1
prednisone,tuberculosis,1.0,0.005464,1.0655,0.000285,0.005012,1
prednisone,prostatic neoplasms,1.0,0.006272,1.0763,0.000385,0.005015,1
prednisone,immune reconstitution inflammatory syndrome,1.0,0.003718,1.0491,1.4e-05,0.005005,1
prednisone,"muscular dystrophy, duchenne",1.0,0.003718,1.0491,1.4e-05,0.005005,1
prednisone,precursor cell lymphoblastic leukemia-lymphoma,1.0,0.007053,1.0793,0.000328,0.005027,1
prednisone,"vasculitis, central nervous system",1.0,0.004961,1.0544,7.1e-05,0.005013,1
prednisone,"lupus erythematosus, systemic",1.0,0.005011,1.0638,0.000214,0.005012,1
prednisone,"lymphoma, large-cell, anaplastic",1.0,0.004291,1.0558,7.1e-05,0.00501,1
prednisone,"histiocytosis, langerhans-cell",1.0,0.005348,1.059,0.000157,0.005014,1
prednisone,lymphoma,1.0,0.009998,1.1065,0.000713,0.005039,1
prednisone,status asthmaticus,1.0,0.003819,1.0514,2.9e-05,0.005007,1
prednisone,nasal polyps,1.0,0.003904,1.0496,2.9e-05,0.005006,1
prednisone,retroperitoneal fibrosis,1.0,0.003718,1.0491,1.4e-05,0.005005,1
prednisone,leukemia,1.0,0.008258,1.0878,0.000485,0.005031,1
prednisone,rhinosinusitis,1.0,0.003718,1.0491,1.4e-05,0.005005,1
prednisone,"lymphoma, t-cell, peripheral",1.0,0.004626,1.0558,8.6e-05,0.00501,1
prednisone,myasthenia gravis,1.0,0.00574,1.056,0.0001,0.005014,1
prednisone,autoimmune diseases of the nervous system,1.0,0.005298,1.0554,0.0001,0.005014,1
prednisone,stiff-person syndrome,1.0,0.004961,1.0544,7.1e-05,0.005013,1
prednisone,"lymphoma, large b-cell, diffuse",1.0,0.005056,1.063,0.000143,0.005016,1
prednisone,opsoclonus-myoclonus syndrome,1.0,0.004961,1.0544,7.1e-05,0.005013,1
prednisone,asthma,1.0,0.008043,1.0991,0.000727,0.005021,1
prednisone,precancerous conditions,1.0,0.005052,1.0613,0.000143,0.005014,1
