Drug,Disease,GraphDistanceToIndication,RandomWalkScore,StructuralLikelihood,PreferentialAttachment,KatzSimilarity,Label
paclitaxel,brain neoplasms,1.0,0.006107,1.0387,0.000139,0.005009,1
paclitaxel,fallopian tube neoplasms,1.0,0.005644,1.035,5.8e-05,0.00501,1
paclitaxel,"carcinoma, non-small-cell lung",1.0,0.009444,1.0487,0.000231,0.005021,1
paclitaxel,squamous cell carcinoma of head and neck,1.0,0.007938,1.0353,0.000127,0.005013,1
paclitaxel,ovarian diseases,1.0,0.004749,1.0287,1.2e-05,0.005004,1
paclitaxel,nasopharyngeal carcinoma,1.0,0.005753,1.0322,5.8e-05,0.005009,1
paclitaxel,"carcinoma, squamous cell",1.0,0.007039,1.034,0.000104,0.005011,1
paclitaxel,glioblastoma,1.0,0.00747,1.0483,0.000254,0.005014,1
paclitaxel,uterine cervical neoplasms,1.0,0.006252,1.0363,9.2e-05,0.005011,1
paclitaxel,stomach neoplasms,1.0,0.006806,1.0392,0.000139,0.005012,1
paclitaxel,hemoptysis,1.0,0.005119,1.0301,2.3e-05,0.005007,1
paclitaxel,breast neoplasms,1.0,0.01177,1.0916,0.000658,0.005029,1
paclitaxel,head and neck neoplasms,1.0,0.00682,1.0434,0.00015,0.005013,1
paclitaxel,urinary bladder neoplasms,1.0,0.006862,1.0379,0.000127,0.005012,1
paclitaxel,peripheral arterial disease,1.0,0.005901,1.0328,5.8e-05,0.005005,1
carbidopa,parkinson disease,1.0,0.072408,1.0135,1.7e-05,0.005003,1
carbidopa,fibromyalgia,1.0,0.058278,1.0069,7e-06,0.005001,1
carbidopa,"dysautonomia, familial",1.0,0.054791,1.0019,2e-06,0.005001,1
paroxetine,"arthritis, rheumatoid",1.0,0.038171,1.0893,0.000129,0.00501,1
paroxetine,hot flashes,1.0,0.028805,1.0101,3e-06,0.005001,1
paroxetine,psychophysiologic disorders,1.0,0.05511,1.0692,0.000151,0.005024,1
paroxetine,dementia,1.0,0.05719,1.0914,0.000173,0.005026,1
paroxetine,rectal diseases,1.0,0.031159,1.0185,1.9e-05,0.005004,1
mianserin,psychophysiologic disorders,1.0,0.114008,1.0651,6e-05,0.005022,1
mianserin,dementia,1.0,0.117642,1.0873,6.9e-05,0.005024,1
dipeptidyl-peptidase iv inhibitors,diabetes mellitus,1.0,0.087026,1.087,4.9e-05,0.005013,1
dipeptidyl-peptidase iv inhibitors,"diabetes mellitus, type 2",1.0,0.08757,1.0776,4.8e-05,0.005013,1
budesonide,bronchopulmonary dysplasia,1.0,0.011272,1.0119,1.6e-05,0.005003,1
budesonide,"sleep apnea, obstructive",1.0,0.012991,1.0175,5.4e-05,0.005004,1
budesonide,eosinophilic esophagitis,1.0,0.011027,1.0113,1.1e-05,0.005003,1
budesonide,"liver cirrhosis, biliary",1.0,0.010602,1.0125,1.6e-05,0.005002,1
budesonide,rhinitis,1.0,0.015312,1.0145,3.8e-05,0.005004,1
budesonide,"colitis, collagenous",1.0,0.011099,1.0112,1.1e-05,0.005002,1
budesonide,bronchiolitis obliterans syndrome,1.0,0.010306,1.0127,1.1e-05,0.005002,1
budesonide,asthma,1.0,0.022276,1.0605,0.000277,0.005013,1
budesonide,respiratory distress syndrome,1.0,0.011797,1.0119,1.6e-05,0.005003,1
budesonide,altitude sickness,1.0,0.011582,1.0118,1.6e-05,0.005002,1
budesonide,"rhinitis, allergic, seasonal",1.0,0.015389,1.0122,2.2e-05,0.005003,1
budesonide,sinusitis,1.0,0.010456,1.0118,1.1e-05,0.005002,1
budesonide,"pulmonary disease, chronic obstructive",1.0,0.018216,1.0281,0.00013,0.005009,1
budesonide,"glomerulonephritis, iga",1.0,0.011515,1.0133,2.7e-05,0.005003,1
budesonide,breast neoplasms,1.0,0.013877,1.0735,0.00031,0.00501,1
budesonide,lung diseases,1.0,0.015973,1.0218,8.7e-05,0.005007,1
midazolam,psychophysiologic disorders,1.0,0.035832,1.0707,0.000242,0.005028,1
midazolam,dementia,1.0,0.037535,1.093,0.000277,0.00503,1
midazolam,seizures,1.0,0.022332,1.0276,6.5e-05,0.00501,1
midazolam,synesthesia,1.0,0.02427,1.029,7.9e-05,0.005006,1
midazolam,hydrocephalus,1.0,0.018895,1.0138,1.6e-05,0.005003,1
midazolam,brain diseases,1.0,0.018745,1.0173,2.2e-05,0.005003,1
midazolam,epilepsy,1.0,0.029758,1.0716,0.000179,0.005019,1
midazolam,"obesity, morbid",1.0,0.025099,1.0194,3.3e-05,0.005004,1
"heparin, low-molecular-weight",thrombosis,1.0,0.033509,1.0128,2e-05,0.005003,1
"heparin, low-molecular-weight",hypertension,1.0,0.04425,1.1045,0.000202,0.005015,1
"heparin, low-molecular-weight",venous thrombosis,1.0,0.035574,1.0101,1.2e-05,0.005003,1
"heparin, low-molecular-weight",wounds and injuries,1.0,0.028559,1.0073,4e-06,0.005001,1
"heparin, low-molecular-weight",venous thromboembolism,1.0,0.027823,1.0059,2e-06,0.005001,1
"heparin, low-molecular-weight",fibrosis,1.0,0.038581,1.0171,2.9e-05,0.005004,1
ramipril,diabetic nephropathies,1.0,0.014779,1.0321,5.7e-05,0.005008,1
ramipril,albuminuria,1.0,0.012594,1.0247,2e-05,0.005004,1
ramipril,metabolic syndrome,1.0,0.015757,1.0558,0.00013,0.005015,1
ramipril,glomerulonephritis,1.0,0.012591,1.0239,2e-05,0.005003,1
ramipril,"lupus erythematosus, systemic",1.0,0.013128,1.0359,6.1e-05,0.005006,1
ramipril,hypertension,1.0,0.025602,1.1202,0.000403,0.005031,1
ramipril,"diabetes mellitus, type 2",1.0,0.021498,1.0927,0.000289,0.005025,1
ramipril,"diabetes mellitus, type 1",1.0,0.015065,1.0495,0.000118,0.00501,1
ramipril,"renal insufficiency, chronic",1.0,0.015847,1.0435,0.000106,0.00501,1
ramipril,cardiovascular diseases,1.0,0.019456,1.0841,0.00024,0.005022,1
ramipril,alzheimer disease,1.0,0.021821,1.1481,0.000465,0.005026,1
ramipril,essential hypertension,1.0,0.014531,1.0343,6.1e-05,0.005009,1
ethinyl estradiol-norgestrel combination,"arthritis, rheumatoid",1.0,0.088901,1.0833,5.2e-05,0.00501,1
ethinyl estradiol-norgestrel combination,spasm,1.0,0.07748,1.0067,5e-06,0.005001,1
diethylpropion,obesity,1.0,0.160715,1.1258,3.6e-05,0.005013,1
buprenorphine,pain,1.0,0.029343,1.0418,0.000101,0.005009,1
buprenorphine,dementia,1.0,0.032049,1.0923,0.000277,0.005017,1
buprenorphine,substance withdrawal syndrome,1.0,0.020631,1.0107,5e-06,0.005002,1
buprenorphine,heroin dependence,1.0,0.022247,1.0118,1.1e-05,0.005002,1
buprenorphine,morphine dependence,1.0,0.020631,1.0107,5e-06,0.005002,1
buprenorphine,chronic pain,1.0,0.026779,1.0171,3e-05,0.005005,1
buprenorphine,hiv infections,1.0,0.032712,1.1301,0.000326,0.005019,1
buprenorphine,opioid-related disorders,1.0,0.02548,1.0155,2.7e-05,0.005004,1
olanzapine,psychophysiologic disorders,1.0,0.040829,1.0725,0.000212,0.005026,1
olanzapine,out-of-hospital cardiac arrest,1.0,0.021368,1.0145,5e-06,0.005001,1
olanzapine,dementia,1.0,0.043036,1.0949,0.000242,0.005029,1
olanzapine,metabolic syndrome,1.0,0.025348,1.0474,7.6e-05,0.005008,1
olanzapine,post-cardiac arrest syndrome,1.0,0.021368,1.0145,5e-06,0.005001,1
olanzapine,alzheimer disease,1.0,0.035676,1.1389,0.000271,0.005023,1
olanzapine,hyperglycemia,1.0,0.022396,1.0212,1.7e-05,0.005003,1
irbesartan,obesity,1.0,0.049492,1.1333,0.000144,0.005022,1
irbesartan,hypertension,1.0,0.051401,1.11,0.000134,0.005021,1
irbesartan,"diabetes mellitus, type 2",1.0,0.046979,1.0828,9.6e-05,0.005017,1
irbesartan,essential hypertension,1.0,0.036909,1.025,2e-05,0.005006,1
menthol,hypertension,1.0,0.09456,1.1025,6.7e-05,0.005013,1
menthol,prehypertension,1.0,0.073943,1.0101,5e-06,0.005002,1
fluoxetine,multiple system atrophy,1.0,0.013203,1.0185,1e-05,0.005002,1
fluoxetine,psychophysiologic disorders,1.0,0.025999,1.0787,0.000453,0.00503,1
fluoxetine,fibromyalgia,1.0,0.012735,1.0231,3.6e-05,0.005004,1
fluoxetine,dementia,1.0,0.027329,1.1012,0.00052,0.005032,1
fluoxetine,premenstrual dysphoric disorder,1.0,0.010957,1.0182,5e-06,0.005002,1
fluoxetine,cytokine release syndrome,1.0,0.011362,1.0207,1.5e-05,0.005002,1
fluoxetine,stroke,1.0,0.01465,1.0447,0.000143,0.005007,1
fluoxetine,premenstrual syndrome,1.0,0.01142,1.019,1e-05,0.005003,1
fluoxetine,rectal diseases,1.0,0.013371,1.0275,5.6e-05,0.005006,1
fluoxetine,tobacco use disorder,1.0,0.014362,1.0221,3.6e-05,0.005003,1
fluoxetine,feeding and eating disorders,1.0,0.011458,1.0189,1e-05,0.005002,1
fluoxetine,covid-19,1.0,0.014499,1.0337,0.000112,0.005006,1
fluoxetine,epilepsy,1.0,0.018092,1.0796,0.000336,0.005018,1
fluoxetine,hiv infections,1.0,0.019368,1.1393,0.000611,0.005022,1
fluoxetine,sudden unexpected death in epilepsy,1.0,0.010957,1.0182,5e-06,0.005002,1
finasteride,muscular atrophy,1.0,0.11218,1.0015,1e-06,0.005,1
finasteride,sarcopenia,1.0,0.11218,1.0015,1e-06,0.005,1
finasteride,prostatic hyperplasia,1.0,0.130751,1.0029,2e-06,0.005001,1
sodium nitrite,heart failure,1.0,0.160645,1.0158,6e-06,0.005002,1
islet amyloid polypeptide,diabetes mellitus,1.0,0.067656,1.0859,7.3e-05,0.005011,1
islet amyloid polypeptide,weight gain,1.0,0.057303,1.0062,3e-06,0.005001,1
islet amyloid polypeptide,"diabetes mellitus, type 1",1.0,0.05695,1.0338,3e-05,0.005006,1
ringer's lactate,hypotension,1.0,0.076335,1.0138,1e-05,0.005003,1
ringer's lactate,synesthesia,1.0,0.084154,1.0205,2e-05,0.005004,1
warfarin,communication disorders,1.0,0.021539,1.017,3e-05,0.005004,1
warfarin,dementia,1.0,0.030385,1.0922,0.000277,0.005015,1
warfarin,thrombosis,1.0,0.023041,1.0164,2.7e-05,0.005004,1
warfarin,hypertension,1.0,0.031882,1.1085,0.000269,0.005016,1
warfarin,venous thrombosis,1.0,0.023307,1.0137,1.6e-05,0.005003,1
warfarin,embolism,1.0,0.019203,1.0101,5e-06,0.005001,1
warfarin,fibrosis,1.0,0.025423,1.0207,3.8e-05,0.005004,1
warfarin,"hypertension, pulmonary",1.0,0.021949,1.0161,3e-05,0.005003,1
pimozide,psychophysiologic disorders,1.0,0.114008,1.0651,6e-05,0.005022,1
pimozide,dementia,1.0,0.117642,1.0873,6.9e-05,0.005024,1
"drugs, investigational",seizures,1.0,0.052304,1.0243,2.4e-05,0.005006,1
"drugs, investigational",epilepsy,1.0,0.062582,1.0681,6.7e-05,0.005013,1
"drugs, investigational",alzheimer disease,1.0,0.062151,1.1333,0.000116,0.005017,1
amlodipine,hypotension,1.0,0.011331,1.0318,9.2e-05,0.005007,1
amlodipine,cerebral small vessel diseases,1.0,0.009382,1.0232,2.4e-05,0.005004,1
amlodipine,albuminuria,1.0,0.009519,1.0242,3.1e-05,0.005005,1
amlodipine,dyslipidemias,1.0,0.011114,1.0385,9.2e-05,0.00501,1
amlodipine,hypertrophy,1.0,0.009833,1.0243,3.1e-05,0.005006,1
amlodipine,diabetes mellitus,1.0,0.01663,1.1018,0.00044,0.005021,1
amlodipine,lipid metabolism disorders,1.0,0.009124,1.0234,1.8e-05,0.005004,1
amlodipine,obesity,1.0,0.019244,1.1431,0.000648,0.005028,1
amlodipine,hypertension,1.0,0.021755,1.1196,0.000605,0.005029,1
amlodipine,"hypertension, renal",1.0,0.009793,1.0265,3.7e-05,0.005005,1
amlodipine,hyperaldosteronism,1.0,0.008334,1.0202,6e-06,0.005002,1
amlodipine,"renal insufficiency, chronic",1.0,0.012127,1.043,0.000159,0.005009,1
amlodipine,aortic coarctation,1.0,0.009074,1.0237,1.8e-05,0.005004,1
amlodipine,thalassemia,1.0,0.008925,1.0271,3.7e-05,0.005003,1
amlodipine,substance-related disorders,1.0,0.009648,1.0252,5.5e-05,0.005004,1
amlodipine,essential hypertension,1.0,0.012386,1.0339,9.2e-05,0.00501,1
amlodipine,"heart failure, diastolic",1.0,0.009694,1.0245,3.1e-05,0.005004,1
amlodipine,sleep apnea syndromes,1.0,0.009807,1.0279,6.1e-05,0.005005,1
granulocyte-macrophage colony-stimulating factor,prostatic neoplasms,1.0,0.086083,1.0296,1.8e-05,0.005004,1
granulocyte-macrophage colony-stimulating factor,neuroblastoma,1.0,0.074522,1.0119,7e-06,0.005002,1
interferon alpha-2,"hepatitis c, chronic",1.0,0.027033,1.0094,1.2e-05,0.005003,1
interferon alpha-2,coinfection,1.0,0.023392,1.007,7e-06,0.005002,1
interferon alpha-2,"carcinoma, renal cell",1.0,0.023136,1.0121,1.9e-05,0.005002,1
interferon alpha-2,"hepatitis b, chronic",1.0,0.029869,1.0116,2.4e-05,0.005005,1
interferon alpha-2,hepatitis b,1.0,0.025904,1.0102,1.9e-05,0.005004,1
interferon alpha-2,hepatitis c,1.0,0.027926,1.0149,3.3e-05,0.005005,1
interferon alpha-2,hiv infections,1.0,0.042869,1.1261,0.000285,0.005019,1
hydrochlorothiazide,diabetic nephropathies,1.0,0.012674,1.0348,7.6e-05,0.00501,1
hydrochlorothiazide,renal artery obstruction,1.0,0.00911,1.0236,5e-06,0.005002,1
hydrochlorothiazide,albuminuria,1.0,0.010567,1.0273,2.7e-05,0.005005,1
hydrochlorothiazide,dyslipidemias,1.0,0.012017,1.0417,8.2e-05,0.005011,1
hydrochlorothiazide,hypertrophy,1.0,0.010473,1.0275,2.7e-05,0.005005,1
hydrochlorothiazide,diabetes mellitus,1.0,0.019196,1.1052,0.000391,0.005027,1
hydrochlorothiazide,metabolic syndrome,1.0,0.013617,1.0586,0.000174,0.005016,1
hydrochlorothiazide,"obesity, abdominal",1.0,0.012498,1.0255,1.6e-05,0.005003,1
hydrochlorothiazide,obesity,1.0,0.019833,1.1466,0.000576,0.00503,1
hydrochlorothiazide,hypertension,1.0,0.024915,1.1231,0.000538,0.005035,1
hydrochlorothiazide,prehypertension,1.0,0.011172,1.029,4.3e-05,0.005005,1
hydrochlorothiazide,coronary artery disease,1.0,0.012517,1.0436,0.000109,0.00501,1
hydrochlorothiazide,renal insufficiency,1.0,0.011614,1.032,5.4e-05,0.005005,1
hydrochlorothiazide,atherosclerosis,1.0,0.01282,1.0489,0.000114,0.005013,1
hydrochlorothiazide,cardiovascular diseases,1.0,0.017525,1.087,0.000321,0.005025,1
hydrochlorothiazide,essential hypertension,1.0,0.01286,1.037,8.2e-05,0.005011,1
chloroquine,"arthritis, rheumatoid",1.0,0.084999,1.0864,5.2e-05,0.005011,1
chloroquine,hiv infections,1.0,0.088891,1.1262,8.2e-05,0.005017,1
vitamin b 6,"lupus erythematosus, systemic",1.0,0.071115,1.0205,1e-05,0.005003,1
vitamin b 6,alzheimer disease,1.0,0.090522,1.1311,7.7e-05,0.005015,1
metoprolol,osteoarthritis,1.0,0.014102,1.0428,0.000124,0.005008,1
metoprolol,obesity,1.0,0.020196,1.1442,0.000504,0.005029,1
metoprolol,hypertension,1.0,0.022207,1.1208,0.000471,0.005029,1
metoprolol,prehypertension,1.0,0.012434,1.0269,3.8e-05,0.005005,1
metoprolol,"diabetes mellitus, type 2",1.0,0.017753,1.0933,0.000338,0.005023,1
metoprolol,asthma,1.0,0.017359,1.0708,0.000242,0.005014,1
metoprolol,"renal insufficiency, chronic",1.0,0.014336,1.044,0.000124,0.005009,1
metoprolol,"death, sudden, cardiac",1.0,0.011205,1.022,1e-05,0.005002,1
metoprolol,ventricular fibrillation,1.0,0.011205,1.022,1e-05,0.005002,1
metoprolol,cardiovascular diseases,1.0,0.015931,1.0847,0.000281,0.005019,1
metoprolol,tachycardia,1.0,0.011205,1.022,1e-05,0.005002,1
metoprolol,"heart failure, diastolic",1.0,0.011915,1.0256,2.4e-05,0.005003,1
metoprolol,heart arrest,1.0,0.014486,1.0239,2.9e-05,0.005003,1
metoprolol,lung diseases,1.0,0.013317,1.0317,7.6e-05,0.005006,1
fentanyl,glucose intolerance,1.0,0.015709,1.0314,5.6e-05,0.005007,1
fentanyl,"osteoarthritis, knee",1.0,0.015694,1.0278,5.2e-05,0.005007,1
fentanyl,pain,1.0,0.019011,1.0477,0.000138,0.005013,1
fentanyl,insulin resistance,1.0,0.015651,1.0373,8.2e-05,0.005009,1
fentanyl,obesity,1.0,0.02508,1.1382,0.000396,0.005028,1
fentanyl,hypertension,1.0,0.021032,1.1148,0.00037,0.005021,1
fentanyl,vomiting,1.0,0.018259,1.0284,6.7e-05,0.005009,1
fentanyl,synesthesia,1.0,0.019557,1.0342,0.000108,0.005012,1
fentanyl,"pain, postoperative",1.0,0.015118,1.0251,4.1e-05,0.005006,1
fentanyl,postoperative nausea and vomiting,1.0,0.018062,1.027,6.4e-05,0.005009,1
fentanyl,"pulmonary disease, chronic obstructive",1.0,0.015813,1.0326,9e-05,0.005005,1
clopenthixol,psychophysiologic disorders,1.0,0.114008,1.0651,6e-05,0.005022,1
clopenthixol,dementia,1.0,0.117642,1.0873,6.9e-05,0.005024,1
bisoprolol,diabetes mellitus,1.0,0.083315,1.0876,4.9e-05,0.005012,1
bisoprolol,hypertension,1.0,0.08739,1.1052,6.7e-05,0.005016,1
hydroxyurea,congenital bone marrow failure syndromes,1.0,0.013321,1.0151,1.8e-05,0.005004,1
hydroxyurea,gliosarcoma,1.0,0.014222,1.026,7.5e-05,0.005006,1
hydroxyurea,"angioedemas, hereditary",1.0,0.013321,1.0151,1.8e-05,0.005004,1
hydroxyurea,leukemia,1.0,0.016648,1.0507,0.00015,0.00501,1
hydroxyurea,"brain diseases, metabolic, inborn",1.0,0.013321,1.0151,1.8e-05,0.005004,1
hydroxyurea,"anemia, sickle cell",1.0,0.014702,1.03,7.5e-05,0.005006,1
hydroxyurea,polycythemia vera,1.0,0.012826,1.0136,1.3e-05,0.005002,1
hydroxyurea,"arthritis, juvenile",1.0,0.015111,1.0215,5.3e-05,0.005005,1
hydroxyurea,beta-thalassemia,1.0,0.012547,1.0143,1.3e-05,0.005002,1
hydroxyurea,thrombocytosis,1.0,0.0118,1.0122,4e-06,0.005002,1
hydroxyurea,glioblastoma,1.0,0.014615,1.0319,9.7e-05,0.005007,1
hydroxyurea,hiv infections,1.0,0.020869,1.1328,0.00053,0.005019,1
hydroxyurea,"hypertension, pulmonary",1.0,0.014459,1.0186,4.9e-05,0.005003,1
trazodone,psychophysiologic disorders,1.0,0.050052,1.0707,0.000181,0.005026,1
trazodone,sleep initiation and maintenance disorders,1.0,0.02835,1.017,2e-05,0.005004,1
trazodone,dementia,1.0,0.052167,1.093,0.000208,0.005029,1
trazodone,"sleep apnea, obstructive",1.0,0.028834,1.0168,2e-05,0.005003,1
trazodone,sleep wake disorders,1.0,0.027135,1.012,8e-06,0.005002,1
trazodone,alzheimer disease,1.0,0.039213,1.137,0.000232,0.005021,1
thyroglobulin,cytomegalovirus infections,1.0,0.164312,1.0055,3e-06,0.005001,1
baclofen,alcoholism,1.0,0.081411,1.0089,7e-06,0.005001,1
baclofen,opioid-related disorders,1.0,0.078028,1.0071,7e-06,0.005001,1
dextromethorphan,herpes zoster,1.0,0.061269,1.0017,1e-06,0.005,1
dextromethorphan,diabetic neuropathies,1.0,0.073548,1.013,1.3e-05,0.005002,1
dextromethorphan,neuralgia,1.0,0.06605,1.0055,6e-06,0.005001,1
curcumin,prostatic neoplasms,1.0,0.056352,1.0344,2.8e-05,0.005004,1
curcumin,myelodysplastic syndromes,1.0,0.050347,1.0381,3e-05,0.005005,1
curcumin,alzheimer disease,1.0,0.060902,1.1332,0.000116,0.005016,1
oxycodone,visceral pain,1.0,0.020211,1.0089,6e-06,0.005002,1
oxycodone,joint diseases,1.0,0.020186,1.0137,2.8e-05,0.005003,1
oxycodone,pain,1.0,0.030389,1.0407,0.000113,0.00501,1
oxycodone,obesity,1.0,0.027566,1.1306,0.000324,0.005017,1
oxycodone,substance-related disorders,1.0,0.01914,1.014,2.8e-05,0.005002,1
oxycodone,narcotic-related disorders,1.0,0.017669,1.0091,6e-06,0.005001,1
oxycodone,chronic pain,1.0,0.024099,1.0161,3.4e-05,0.005004,1
oxycodone,intervertebral disc degeneration,1.0,0.019096,1.0099,9e-06,0.005002,1
oxycodone,opioid-related disorders,1.0,0.023927,1.0144,3.1e-05,0.005004,1
mebendazole,gliosarcoma,1.0,0.030736,1.0181,3.5e-05,0.005008,1
mebendazole,optic nerve glioma,1.0,0.026248,1.0092,1.2e-05,0.005005,1
mebendazole,glioma,1.0,0.029006,1.0168,3.1e-05,0.005007,1
mebendazole,astrocytoma,1.0,0.029902,1.0151,2.6e-05,0.005007,1
mebendazole,diffuse intrinsic pontine glioma,1.0,0.027743,1.0096,1.4e-05,0.005005,1
mebendazole,glioblastoma,1.0,0.030973,1.024,4.5e-05,0.005009,1
leptin,obesity,1.0,0.093293,1.1269,7.2e-05,0.005016,1
leptin,overweight,1.0,0.075623,1.0255,1.4e-05,0.005005,1
pregnenolone,"brain injuries, traumatic",1.0,0.167554,1.0064,3e-06,0.005001,1
deamino arginine vasopressin,renal insufficiency,1.0,0.151241,1.01,3e-06,0.005001,1
rivaroxaban,cerebral infarction,1.0,0.021505,1.0076,1.1e-05,0.005002,1
rivaroxaban,thrombosis,1.0,0.02506,1.0112,2.7e-05,0.005003,1
rivaroxaban,stroke,1.0,0.027998,1.0309,7.6e-05,0.005006,1
rivaroxaban,venous thrombosis,1.0,0.025249,1.0085,1.6e-05,0.005002,1
rivaroxaban,intracranial arteriosclerosis,1.0,0.022483,1.0088,1.6e-05,0.005003,1
rivaroxaban,leg injuries,1.0,0.019854,1.0042,3e-06,0.005001,1
rivaroxaban,"hypertension, portal",1.0,0.024643,1.0071,1.6e-05,0.005002,1
rivaroxaban,liver cirrhosis,1.0,0.025668,1.0099,2.7e-05,0.005003,1
fibroblast growth factor 7,"lymphoma, non-hodgkin",1.0,0.052017,1.033,2.1e-05,0.005004,1
fibroblast growth factor 7,x-linked combined immunodeficiency diseases,1.0,0.048758,1.0073,3e-06,0.005001,1
fibroblast growth factor 7,hiv infections,1.0,0.067239,1.1253,0.000122,0.005016,1
palonosetron,vomiting,1.0,0.087334,1.0146,1.2e-05,0.005004,1
palonosetron,postoperative nausea and vomiting,1.0,0.086492,1.0132,1.2e-05,0.005004,1
ifosfamide,"lymphoma, non-hodgkin",1.0,0.01325,1.0449,0.000107,0.005016,1
ifosfamide,"lymphoma, large-cell, immunoblastic",1.0,0.012206,1.0341,6.1e-05,0.005013,1
ifosfamide,teratoma,1.0,0.010591,1.0239,3.1e-05,0.005007,1
ifosfamide,precursor cell lymphoblastic leukemia-lymphoma,1.0,0.013649,1.0476,0.000117,0.005017,1
ifosfamide,rhabdomyosarcoma,1.0,0.012921,1.0313,6.6e-05,0.00501,1
ifosfamide,burkitt lymphoma,1.0,0.012548,1.039,7.6e-05,0.005014,1
ifosfamide,sarcoma,1.0,0.01274,1.0357,8.7e-05,0.005012,1
ifosfamide,osteosarcoma,1.0,0.009688,1.0192,1e-05,0.005004,1
ifosfamide,lymphoma,1.0,0.017192,1.0739,0.000255,0.005023,1
ifosfamide,neoplasms,1.0,0.012972,1.0529,0.000178,0.005013,1
ifosfamide,kidney neoplasms,1.0,0.011396,1.0358,6.6e-05,0.00501,1
ifosfamide,mediastinal neoplasms,1.0,0.012206,1.0341,6.1e-05,0.005013,1
ifosfamide,central nervous system neoplasms,1.0,0.01225,1.0363,8.7e-05,0.005012,1
ifosfamide,ovarian neoplasms,1.0,0.012614,1.0343,7.1e-05,0.005011,1
ifosfamide,"lymphoma, large b-cell, diffuse",1.0,0.011521,1.0317,5.1e-05,0.005012,1
saline solution,hypogonadism,1.0,0.00574,1.0483,7.1e-05,0.005008,1
saline solution,"arthritis, rheumatoid",1.0,0.009733,1.1238,0.000903,0.005023,1
saline solution,rosacea,1.0,0.00772,1.0424,2.4e-05,0.005005,1
saline solution,neuroinflammatory diseases,1.0,0.005826,1.044,5.9e-05,0.005005,1
saline solution,cerebral palsy,1.0,0.004931,1.0418,1.2e-05,0.005004,1
saline solution,tendinopathy,1.0,0.00514,1.0423,2.4e-05,0.005005,1
saline solution,pain,1.0,0.008294,1.0739,0.00044,0.005016,1
saline solution,"dementia, vascular",1.0,0.005581,1.052,9.5e-05,0.005008,1
saline solution,down syndrome,1.0,0.006391,1.0438,5.9e-05,0.005005,1
saline solution,cytokine release syndrome,1.0,0.005276,1.0438,3.6e-05,0.005005,1
saline solution,"rhinitis, allergic",1.0,0.008071,1.0445,8.3e-05,0.005006,1
saline solution,headache,1.0,0.005851,1.0482,0.000107,0.005007,1
saline solution,obesity,1.0,0.01262,1.1667,0.00126,0.005038,1
saline solution,hypertension,1.0,0.011612,1.1428,0.001177,0.005033,1
saline solution,bradycardia,1.0,0.005222,1.0422,2.4e-05,0.005005,1
saline solution,"hypoxia-ischemia, brain",1.0,0.005186,1.0441,3.6e-05,0.005005,1
saline solution,renal insufficiency,1.0,0.006284,1.0501,0.000119,0.005007,1
saline solution,hyperlipoproteinemia type ii,1.0,0.004931,1.0418,1.2e-05,0.005004,1
saline solution,rhinitis,1.0,0.007055,1.0444,8.3e-05,0.005006,1
saline solution,synesthesia,1.0,0.008452,1.0601,0.000345,0.005014,1
saline solution,"pain, postoperative",1.0,0.006494,1.0508,0.000131,0.005009,1
saline solution,hip dislocation,1.0,0.004931,1.0418,1.2e-05,0.005004,1
saline solution,"diabetes mellitus, type 2",1.0,0.010069,1.1148,0.000844,0.005027,1
saline solution,covid-19,1.0,0.007388,1.057,0.000261,0.00501,1
saline solution,"osteoarthritis, hip",1.0,0.004931,1.0418,1.2e-05,0.005004,1
saline solution,asthma,1.0,0.009578,1.0918,0.000606,0.005017,1
saline solution,critical illness,1.0,0.005121,1.0427,2.4e-05,0.005005,1
saline solution,subarachnoid hemorrhage,1.0,0.004931,1.0418,1.2e-05,0.005004,1
saline solution,pre-eclampsia,1.0,0.007627,1.0597,0.00025,0.005013,1
saline solution,postpartum hemorrhage,1.0,0.005364,1.0422,2.4e-05,0.005005,1
saline solution,chronic cough,1.0,0.004931,1.0418,1.2e-05,0.005004,1
saline solution,intracranial aneurysm,1.0,0.005111,1.0427,2.4e-05,0.005005,1
saline solution,brain injuries,1.0,0.00551,1.0463,7.1e-05,0.005006,1
saline solution,alzheimer disease,1.0,0.01358,1.1713,0.001355,0.005035,1
saline solution,olfaction disorders,1.0,0.007117,1.0441,5.9e-05,0.005005,1
insulin-like growth factor binding protein 3,retinopathy of prematurity,1.0,0.218902,1.001,1e-06,0.005,1
"estrogens, conjugated",obesity,1.0,0.160715,1.1258,3.6e-05,0.005013,1
pyrimethamine,pneumonia,1.0,0.051776,1.0109,1.9e-05,0.005004,1
pyrimethamine,malaria,1.0,0.047388,1.0112,1.5e-05,0.005003,1
pyrimethamine,toxoplasmosis,1.0,0.038285,1.0054,3e-06,0.005001,1
pyrimethamine,hiv infections,1.0,0.070024,1.1246,0.000163,0.005018,1
mirtazapine,psychophysiologic disorders,1.0,0.023228,1.0774,0.000484,0.005027,1
mirtazapine,sleep initiation and maintenance disorders,1.0,0.011768,1.0233,5.4e-05,0.005006,1
mirtazapine,neoplasm metastasis,1.0,0.010785,1.0277,6e-05,0.005005,1
mirtazapine,amphetamine-related disorders,1.0,0.011345,1.0187,2.2e-05,0.005003,1
mirtazapine,dementia,1.0,0.024882,1.0998,0.000554,0.00503,1
